ID,ContinentID,Pos_0,Pos_1,Pos_2,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags,Message_lang
4802,1,1936.4100341797,-4685.75,34.84349822998,0,0,0,35,27,27,27,0,0,0,988,0,
4803,1,1920.9699707031,-4277.58984375,26.54800033569,0,0,0,0,27,27,27,0,1,0,989,0,
4804,1,1608.4699707031,-4161.1801757812,49.57720184326,0,0,0,35,35,35,35,0,0,0,990,0,
4806,571,2563.2199707031,-5008.759765625,293.70700073242,0,0,0,0,0.79629999399,7.90600013733,16.90999984741,5.72499990463,1,0,992,0,
4807,1,835.07189941406,-4515.310546875,5.7890458107,0,0,0,25,0.27779999375,0.27779999375,0.27779999375,0,0,0,993,0,
4808,1,1179.2700195312,-4220.919921875,23.71190071106,0,0,0,15,0,0,0,0,0,0,994,0,
4809,1,1179.1899414062,-4221.25,23.7033996582,0,0,0,15,0,0,0,0,0,0,995,0,
4810,1,835.31378173828,-4515.0712890625,5.78922605515,0,0,0,25,0,0,0,0,0,0,996,0,
4820,0,-5187.41015625,-557.625,397.17599487305,0,0,0,6,0,0,0,0,0,0,997,0,
4829,1,1156.7900390625,-4161.669921875,20.86709976196,0,0,0,6,0,0,0,0,0,0,999,0,
4838,574,273.72198486328,-148.90299987793,190.10400390625,0,0,0,20,0,0,0,0,0,0,1002,0,
4840,451,14666.900390625,-16268,8e-05,0,0,0,0,69.30999755859,4.00400018692,10,0,1,0,1003,0,
4841,451,14667.299804688,-16165.5,0,0,0,0,0,69.30999755859,4.00400018692,10,0,1,0,1004,0,
4847,530,12831.200195312,-7011.4399414062,50.59320068359,0,0,0,0,103.59999847412,64.04000091553,67.04000091553,5.43400001526,1,0,1005,0,
4849,585,231.89100646973,-271.37701416016,-7.65113019943,0,0,0,0,100,100,100,0,1,0,1007,0,
4850,571,3841.5,6415.009765625,26.11580085754,0,0,0,0,94.80999755859,38.36000061035,12.71000003815,5.45699977875,1,0,1008,0,
4851,530,9346.080078125,-7266.7700195312,14.70240020752,0,0,0,2,0,0,0,0,0,0,1009,0,
4852,530,-3999.6201171875,-11909.599609375,-1.50935995579,0,0,0,2,0,0,0,0,0,0,1010,0,
4853,580,1595.5999755859,679.53302001953,52.6302986145,0,0,0,0,35.13999938965,88.18000030518,33.68999862671,5.57600021362,1,0,1011,0,
4854,451,16528.900390625,16138.799804688,69.44439697266,0,0,0,0,5.44299983978,8.2110004425,10.40999984741,0.00260300003,1,0,1012,0,Test
4857,571,4111.3999023438,3734.8601074219,92.14289855957,0,0,0,0,36.65999984741,39.27000045776,28.01000022888,1.98599994183,1,0,1013,0,
4858,571,4094.1298828125,3493.5,131.66700744629,0,0,0,0,22.44000053406,26.13999938965,21.21999931335,4.22200012207,1,0,1014,0,
4860,571,3794.6599121094,3431.4899902344,82.97260284424,0,0,0,0,26.93000030518,31.15999984741,33.65000152588,2.69600009918,1,0,1016,0,
4861,571,4512.0498046875,5709.58984375,81.50409698486,0,0,0,15,0,0,0,0,0,0,1017,0,
4867,571,4177.1000976562,5280.7299804688,35.69309997559,0,0,0,0,19.48999977112,19.23999977112,24.25,6.24800014496,1,0,1018,0,
4868,571,3464.7299804688,4169.0498046875,17.19300079346,0,0,0,29.91790008545,18,57.06000137329,0,6.21199989319,0,0,1019,0,
4871,571,2782.7700195312,6575.0400390625,48.98109817505,0,0,0,0,109.19999694824,48.45999908447,5,0.6942999959,1,0,1020,0,
4872,571,2879.8601074219,6477.7001953125,79.13259887695,0,0,0,0,57.36999893188,37.22999954224,5,10,1,0,1021,0,
4873,571,3073.2099609375,6301.740234375,94.52130126953,0,0,0,0,49.34000015259,71.2200012207,10,2.22699999809,1,0,1022,0,
4874,530,-1983.0600585938,5089.1000976562,7.85394001007,0,0,0,2,0,0,0,0,0,0,1023,0,
4875,580,1583.1500244141,628.27099609375,50.73809814453,0,0,0,50,0,0,0,0,0,0,1024,0,
4883,571,3210.9399414062,6091.2900390625,138.02699279785,0,0,0,0,37.61999893188,34.50999832153,7.88000011444,0,1,0,1032,0,
4885,585,-5.89452981949,-0.12369800359,-2.80323004723,0,0,0,0,3.4319999218,16.13999938965,7.54300022125,0,1,0,1033,0,
4887,530,12878.799804688,-7348.740234375,65.53099822998,0,0,0,0,19,17,36,5.80200004578,1,0,1034,0,
4889,530,12551,-6775.1499023438,15.05309963226,0,0,0,0,5,12,35,6.26399993896,1,0,1035,0,You must be at least level 70 and in a raid group to enter.
4891,580,1806.8316650391,927.14239501953,13.67004776001,0,0,0,0,24,30,32,6.26399993896,1,0,1036,0,
4894,571,3728.830078125,5146.2998046875,24.62809944153,0,0,0,20,0,0,0,0,0,0,1037,0,
4896,571,3964.9099121094,5462.490234375,28.31170082092,0,0,0,0,34.47999954224,35.83000183105,71.2799987793,0,1,0,1038,0,
4899,571,4012.5300292969,4832.4599609375,-12.89589977264,0,0,0,0,188.69999694824,184.60000610352,35.97999954224,0.78090000153,1,0,1040,0,
4901,451,9456.349609375,-9920.73046875,-1.7e-05,0,0,0,0,26.02000045776,36.38000106812,1,0,1,0,1041,0,
4909,451,16116.599609375,16251.200195312,69.44450378418,0,0,0,18.97310066223,0,0,0,0,0,0,1043,0,
4910,571,2814.0500488281,6205.0600585938,86.00689697266,0,0,0,0,19.60000038147,34.90999984741,13.86999988556,0.75900000334,1,0,1044,0,
4914,571,3571.2700195312,6650.7900390625,195.17999267578,0,0,0,15.58399963379,0,0,0,0,0,0,1046,0,
4916,571,4154.009765625,7424.169921875,534.10797119141,0,0,0,0,132,52.56999969482,65.11000061035,0,1,0,1048,0,
4917,559,4054.1499023438,2923.6999511719,-40,0,0,0,0,214,216,20,0.46799999475,1,0,1049,0,
4919,562,6188.009765625,320,20,0,0,0,0,313.89999389648,27.05999946594,60,0.87819999456,1,0,1050,0,
4921,562,6288.2202148438,210,20,0,0,0,0,313.89999389648,27.05999946594,60,0.87819999456,1,0,1051,0,
4922,562,6214.8701171875,200.26100158691,20,0,0,0,0,71.11000061035,24.62000083923,60,5.57899999619,1,0,1052,0,
4923,562,6187.7700195312,196.88000488281,20,0,0,0,0,159,23.26000022888,60,5.57899999619,1,0,1053,0,
4924,562,6264.759765625,329.75201416016,3.4142100811,0,0,0,0,71.11000061035,24.62000083923,60,5.62300014496,1,0,1054,0,
4925,562,6290.7700195312,333.41198730469,20,0,0,0,0,208,37.56999969482,60,5.62300014496,1,0,1055,0,
4927,572,1200.3299560547,1682.0899658203,33.07809829712,0,0,0,0,158.39999389648,26.13999938965,40,0.88749998808,1,0,1056,0,
4928,572,1223.6099853516,1630.8100585938,32.60710144043,0,0,0,0,127.30000305176,28.43000030518,40,5.617000103,1,0,1057,0,
4929,572,1359.1800537109,1692.25,37.07049942017,0,0,0,0,158.39999389648,26.13999938965,40,5.61499977112,1,0,1058,0,
4930,572,1371.5100097656,1649.0799560547,34.50889968872,0,0,0,0,158.39999389648,26.13999938965,40,0.88749998808,1,0,1059,0,
4931,572,1299.7600097656,1554.7399902344,40,0,0,0,0,127,30.62999916077,40,0.125,1,0,1060,0,
4932,572,1274.5100097656,1774.6800537109,27.03660011292,0,0,0,0,127,30.62999916077,40,0.125,1,0,1061,0,
4933,572,1246.0600585938,1743.6199951172,40,0,0,0,0,33.88000106812,21.22999954224,40,1.67499995232,1,0,1062,0,
4934,572,1305.4399414062,1754.1400146484,40,0,0,0,0,33.88000106812,21.22999954224,40,1.67499995232,1,0,1063,0,
4935,572,1321.6199951172,1586.9799804688,40,0,0,0,0,33.88000106812,21.22999954224,40,1.67499995232,1,0,1064,0,
4936,572,1269.1199951172,1579.9899902344,40,0,0,0,0,33.88000106812,21.22999954224,40,1.67499995232,1,0,1065,0,
4937,580,1807.2700195312,597.65100097656,52,0,0,0,0,65.12999725342,10.15999984741,17.62999916077,5.95300006866,1,0,1066,0,
4941,572,1285.3599853516,1667.6800537109,10,0,0,0,0,212.5,207.30000305176,20,2.47900009155,1,0,1068,0,
4944,562,6237.83984375,261.3630065918,-20,0,0,0,0,185.10000610352,227,20,5.62300014496,1,0,1071,0,
4946,571,4784.2998046875,-4404.0698242188,198.18499755859,0,0,0,0,10.52000045776,13.72000026703,14.72000026703,0.51209998131,1,0,1072,0,
4947,571,4662.240234375,-4609.6098632812,208.77600097656,0,0,0,0,7.13100004196,21.23999977112,19.13999938965,0.92100000381,1,0,1073,0,
4948,571,4530.1201171875,-4442.1801757812,186.35499572754,0,0,0,0,24.47999954224,16,21.11000061035,4.36899995804,1,0,1074,0,
4949,571,3831.3601074219,1582.25,290.14099121094,0,0,0,20,0,0,0,0,0,0,1075,0,
4950,571,3684.7600097656,2154.1499023438,35.05020141602,0,0,0,0,48.25,27.07999992371,17.23999977112,6.20399999619,1,0,1076,0,
4951,571,2432.3999023438,1702.1300048828,-13.78689956665,0,0,0,0,65.90000152588,37.20999908447,105.09999847412,0,1,0,1077,0,
4952,571,4013.1799316406,5376.0498046875,24.2801990509,0,0,0,0,6.34899997711,59.43999862671,20,5.85099983215,1,0,1078,0,
4953,451,4686.16015625,-328.25698852539,271.20199584961,0,0,0,26.8064994812,39.81000137329,35.90999984741,20,5.49800014496,0,0,1079,0,123abc
4954,576,184.84399414063,-6.53175020218,-10,0,0,0,0,8,75,20,0,1,0,1080,0,
4955,576,184.84399414063,-6.53175020218,-10,0,0,0,0,8,75,20,0,1,0,1081,0,
4956,571,3107.7299804688,616.75897216797,25.01779937744,0,0,0,0,284.10000610352,85,159.19999694824,0.01027000044,1,0,1082,0,
4958,451,-15914.099609375,-12969.5,3.29386997223,0,0,0,2,0,0,0,20,0,0,1083,0,
4960,571,3819.7099609375,1537.1800537109,89.72450256348,0,0,0,15,0,0,0,0,0,0,1084,0,
4963,571,2418.6599121094,6455.669921875,54.47850036621,0,0,0,70,0,0,0,0,0,0,1086,0,
4964,571,3474.5600585938,2009.8800048828,64.86769866943,0,0,0,5.5,0,0,0,0,0,0,1087,0,
4965,571,3410.580078125,-2792.5100097656,201.52099609375,0,0,0,0,36.20999908447,29.13999938965,30,0.62400001287,1,0,1088,0,
4966,571,4600.5400390625,-4241.6801757812,178.85499572754,0,0,0,0,6.63000011444,5.85900020599,6,0.8205999732,1,0,1089,0,
4967,571,3873.2900390625,-4544.740234375,209.45500183106,0,0,0,0,12.97000026703,10,11,6.12799978256,1,0,1090,0,
4968,571,4245.740234375,1035.6300048828,58.63669967651,0,0,0,0,26.39999961853,19.04000091553,50,1.99399995804,1,0,1091,0,
4969,571,4153.41015625,1100.7600097656,58.92380142212,0,0,0,0,26.39999961853,19.04000091553,50,0.43320000172,1,0,1092,0,
4970,571,3275.5500488281,-2186.7099609375,112.09899902344,0,0,0,0,60.70999908447,73.09999847412,130,5.89499998093,1,0,1093,0,
4971,571,4676.1401367188,-62.81069946289,68.87729644775,0,0,0,0,63.38000106812,22.42000007629,30,0.4808999896,1,0,1094,0,
4972,571,4679.3901367188,-126.66300201416,74.07369995117,0,0,0,0,23.56999969482,11.42000007629,30,0.08562999964,1,0,1095,0,
4973,571,4631.7001953125,-258.70700073242,82.80570220947,0,0,0,0,23.56999969482,11.42000007629,30,5.93800020218,1,0,1096,0,
4974,571,4594.6899414062,-334.82501220703,83.00080108643,0,0,0,0,27.15999984741,10.26000022888,30,6.14200019836,1,0,1097,0,
4975,571,2777.3601074219,930.28698730469,22.53870010376,0,0,0,9.47702026367,0,0,0,0,0,0,1098,0,
4976,571,700.15197753906,-2933.3999023438,-3.06843996048,0,0,0,13.96450042725,0,0,0,0,0,0,1099,0,
4977,571,3003.3999023438,4050.1101074219,26.36820030212,0,0,0,10.26080036163,0,0,0,0,0,0,1100,0,
4979,571,3215.0400390625,-677.95697021484,176,0,0,0,0,17,23,20,5.8109998703,1,0,1101,0,
4981,576,145.75900268555,-17.64209938049,-13,0,0,0,0,10,4,10,0,1,0,1102,0,
4983,571,3902.7900390625,6985.6899414062,75,2,0,608,0,4.5,10,12,0.06262999773,1,0,1103,64,
4984,571,2724.919921875,-241.80999755859,142.76600646973,0,0,0,0,8.14900016785,5.42700004578,20,0.64380002022,1,0,1104,0,
4985,571,4376.7099609375,1681.4599609375,130.43699645996,0,0,0,0,16.37000083923,9.33300018311,30,0.12939999998,1,0,1105,0,
4986,571,4415.3500976562,1852.8900146484,164.20500183106,0,0,0,26.32369995117,34.56999969482,33.16999816895,30,5.89400005341,0,0,1106,0,
4987,571,2827.8601074219,-423.10299682617,119.44000244141,0,0,0,0,8.39599990845,8.19699954987,2.41100001335,6.27299976349,1,0,1107,0,
4988,571,4527.1499023438,1741.8900146484,168.42399597168,0,0,0,26.32369995117,34.56999969482,33.16999816895,30,5.89400005341,0,0,1108,0,
4989,571,4569.9301757812,1674.3199462891,171.23399353027,0,0,0,26.32369995117,34.56999969482,33.16999816895,30,5.89400005341,0,0,1109,0,
4990,0,-481.0419921875,1492.9499511719,19.93210029602,1,0,0,0,121.69999694824,113.30000305176,16.03000068665,0,1,0,1110,0,
4991,575,330.90301513672,-508.42999267578,104.27200317383,0,0,0,0,31.62000083923,21.84000015259,30,0,1,0,1111,0,
4993,571,3635,-712,225,0,0,0,0,54,26,25,6.16200017929,1,0,1112,0,
4998,571,4775.3198242188,-2017.1600341797,235,0,0,0,0,12,13,12,0,1,0,1115,0,
5000,600,-519.18200683594,-481.42401123047,16,0,0,0,0,5,20,15,2.36400008202,1,0,1116,0,
5001,578,1084.3499755859,1054.6199951172,225,0,0,0,0,700,700,100,0,1,0,1117,0,
5003,571,6375.7099609375,-2611.9899902344,319.19000244141,0,0,0,0,61.02000045776,38.4700012207,24.54000091553,0,1,0,1118,0,
5004,576,601.69396972656,-255.19999694824,-225,0,0,0,0,420,725,100,0,1,0,1119,0,
5006,559,4054.1499023438,2923.6999511719,0,0,0,0,0,214,216,20,0.46799999475,1,0,1120,0,
5008,559,4054.1499023438,2923.6999511719,-20,0,0,0,0,214,216,20,0.46799999475,1,0,1121,0,
5010,571,8922.0302734375,-963.43402099609,1052,0,0,0,0,6,27.12000083923,30,4.6890001297,1,0,1122,0,
5012,599,1153.8699951172,816.26202392578,195.35000610352,0,0,0,0,50,6,25,0,1,0,1123,0,
5014,532,-11104.700195312,-1961.5500488281,74.908203125,0,0,0,6,10,0,0,0,0,0,1124,0,
5015,532,-11099.700195312,-1967.2199707031,76.15930175781,0,0,0,0,8,4,12,0.68699997663,1,0,1125,0,
5017,609,2990.5700683594,-5632.3598632812,330.94299316406,0,0,0,3,0,0,0,0,0,0,1126,0,
5029,609,2985.4899902344,-5640.009765625,327.26901245117,0,0,0,3,0,0,0,0,0,0,1127,0,
5030,571,6721.1201171875,5113.8901367188,-15.04619979858,0,0,0,15.65299987793,0,0,0,0,0,0,1128,0,
5039,562,6237.83984375,261.3630065918,-40,0,0,0,0,185.10000610352,227,20,5.62300014496,1,0,1129,0,
5040,562,6237.83984375,261.3630065918,-60,0,0,0,0,185.10000610352,227,20,5.62300014496,1,0,1130,0,
5041,572,1285.3599853516,1667.6800537109,-10,0,0,0,0,212.5,207.30000305176,20,2.47900009155,1,0,1131,0,
5042,572,1285.3599853516,1667.6800537109,-30,0,0,0,0,212.5,207.30000305176,20,2.47900009155,1,0,1132,0,
5045,571,3842.3999023438,1478.4200439453,90.51650238037,0,0,0,0,61.06999969482,73.2200012207,110,0.02796999924,1,0,1133,0,
5046,571,4873.240234375,5170.080078125,-82.00980377197,0,0,0,0,5.1360001564,8.15200042725,20.04000091553,0.40560001135,1,0,1134,0,
5047,1,-6157.58984375,-1336.1400146484,-167.92399597168,0,0,0,0,3.31699991226,5.27099990845,11,5.53399991989,1,0,1135,0,
5048,571,4884.9399414062,5175.6401367188,-83.70290374756,0,0,0,0,0,0,0,0.45989999175,1,0,1136,0,
5049,1,-6161.9702148438,-1331.4399414062,-168.95899963379,0,0,0,0,0,0,0,0,1,0,1137,0,
5051,571,6175.1801757812,-2017.3100585938,245.07800292969,0,0,0,3.75,0,0,0,0,0,0,1138,0,
5052,571,5718.0600585938,-4384.4501953125,386.1780090332,0,0,0,0,19.25,12.31999969482,13.26000022888,6.27099990845,1,0,1139,0,Quetz'lun is Dead!
5056,571,5961.3500976562,-2168.9499511719,422,0,0,0,30,0,0,0,0,0,0,1140,0,
5057,571,5365.83984375,-2283.5500488281,365,0,0,0,20,0,0,0,0,0,0,1141,0,
5058,571,6287.9599609375,-3780.3100585938,480.41900634766,0,0,0,30,0,0,0,0,0,0,1142,0,
5059,571,5968.2998046875,-3316.75,400,0,0,0,25,0,0,0,0,0,0,1143,0,
5060,571,6967.7202148438,-4266.58984375,560,0,0,0,40,0,0,0,0,0,0,1144,0,
5061,571,6175.41015625,-2017.6600341797,404.22299194336,0,0,0,3.75,0,0,0,0,0,0,1145,0,
5062,571,5451.1098632812,-2632.3200683594,306.25299072266,0,0,0,0,49.9700012207,50.59999847412,30,0,1,0,1146,0,
5079,571,6175.169921875,-2017.8399658203,411.9580078125,0,0,0,3.75,0,0,0,0,0,0,1147,0,
5080,571,6175.240234375,-2017.4300537109,454.99798583984,0,0,0,3.75,0,0,0,0,0,0,1148,0,
5082,602,1225.8100585938,-164.37199401856,60,0,0,0,0,10,60,20,0,1,0,1149,0,
5083,602,1187.0899658203,-164.22799682617,60,0,0,0,0,10,60,20,0,1,0,1150,0,
5084,602,1174.9799804688,-193.79899597168,60,0,0,0,0,10,60,20,4.71199989319,1,0,1151,0,
5085,595,1807.4899902344,1275.9899902344,141.67700195313,0,0,0,6.54932022095,9.69400024414,8.81000041962,4,0,0,0,1152,0,
5086,609,1410.0600585938,-5834.1899414062,132.42999267578,0,0,367,1,0,0,0,0,0,0,1153,0,
5087,609,1877.3100585938,-5769,83.80750274658,0,0,0,0,27.55999946594,22.65999984741,9.06299972534,0,1,0,1154,0,
5088,609,1407.9000244141,-5836.5498046875,139.23399353027,0,0,0,0,10.90999984741,13.57999992371,19.30999946594,5.4889998436,1,0,1155,0,
5089,609,1392.8499755859,-5831.5297851562,140.60400390625,0,0,0,0,17.44000053406,28.12000083923,19.30999946594,5.4889998436,1,0,1156,0,
5091,602,1330.8399658203,281.89599609375,65,0,0,0,0,70,15,30,0,1,0,1157,0,
5093,571,9188.8203125,-1390.0100097656,1144,0,0,0,0,10,40,71,5.54099988937,1,0,1158,0,
5094,609,1319.8100585938,-5771.6000976562,137.74899291992,0,0,367,0,10.52000045776,8.0389995575,5.21199989319,0,1,0,1159,0,
5095,571,6630.66015625,-4605.9301757812,560,0,0,0,40,0,0,0,0,0,0,1160,0,
5096,571,6230.0400390625,-4213.3701171875,490,0,0,0,35,0,0,0,0,0,0,1161,0,
5097,571,5245,-3422.6599121094,342.36099243164,0,0,0,40,0,0,0,0,0,0,1162,0,
5098,571,6042.6801757812,-1895.1500244141,330,0,0,0,40,0,0,0,0,0,0,1163,0,
5099,609,1322.2800292969,-5742.740234375,137.47500610352,0,0,367,0,7.26399993896,7.13000011444,5.21199989319,0,1,0,1164,0,
5100,609,1320.7800292969,-5763.8500976562,137.81900024414,0,0,367,0,8.14900016785,3.90899991989,5.73299980164,0,1,0,1165,0,
5101,609,1330.7199707031,-5755.8598632812,137.47999572754,0,0,367,0,7.67600011826,4.39200019836,5.07499980927,0,1,0,1166,0,
5102,609,1321.0600585938,-5754.2001953125,137.42900085449,0,0,367,0,9.81900024414,6.17100000381,4.64400005341,0,1,0,1167,0,
5103,609,1328.6899414062,-5771.259765625,137.7740020752,0,0,367,0,5.27500009537,7.3140001297,4.92399978638,0,1,0,1168,0,
5104,609,1330.0999755859,-5764.6201171875,137.82099914551,0,0,367,0,8.72500038147,4.93200016022,4.1859998703,0,1,0,1169,0,
5105,609,1330.7199707031,-5748.669921875,137.39300537109,0,0,367,0,8.97299957275,6.47399997711,4.80000019073,0,1,0,1170,0,
5106,609,1330.5,-5741.33984375,137.56500244141,0,0,367,0,7.66200017929,7.90399980545,2.69400000572,0,1,0,1171,0,
5107,609,1321.7900390625,-5748.830078125,137.38200378418,0,0,367,0,7.59399986267,3.91599988937,5.8140001297,0,1,0,1172,0,
5108,571,6309.8701171875,5950.0400390625,81.95249938965,0,0,0,0,14.46000003815,6.96099996567,21.32999992371,5.05900001526,1,0,1173,0,
5113,601,404.28201293945,53.53829956055,252.42799377441,0,0,0,0,7.58799982071,10.93999958038,5,0.31079998612,1,0,1176,0,
5115,601,405.5419921875,803.13500976563,831.91302490234,0,0,0,0,24,8,5,0.69859999418,1,0,1177,0,
5117,571,3668.2900390625,2174.6298828125,36.23429870605,0,0,0,0,8,22.5,5,5.53800010681,1,0,1178,0,
5127,0,2479.3400878906,-5495.7299804688,421.84100341797,0,0,0,4,0,0,0,0,0,0,1179,0,
5128,0,2469.2900390625,-5545.83984375,546.10101318359,0,0,0,4,0,0,0,0,0,0,1180,0,
5129,0,2362.5500488281,-5574.5400390625,421.83801269531,0,0,0,4,0,0,0,0,0,0,1181,0,
5130,0,2412.6799316406,-5584.6499023438,546.10101318359,0,0,0,4,0,0,0,0,0,0,1182,0,
5131,0,2558.3701171875,-5612.5600585938,421.83499145508,0,0,0,4,0,0,0,0,0,0,1183,0,
5132,0,2508.1398925781,-5602.5,546.10101318359,0,0,0,4,0,0,0,0,0,0,1184,0,
5133,0,2441.3701171875,-5691.419921875,421.83401489258,0,0,0,4,0,0,0,0,0,0,1185,0,
5134,0,2451.5,-5641.2700195312,546.10101318359,0,0,0,4,0,0,0,0,0,0,1186,0,
5135,0,2427.669921875,-5548.6401367188,542.09100341797,0,0,0,4,0,0,0,0,0,0,1187,0,
5136,0,2505.3898925781,-5563.8999023438,542.08898925781,0,0,0,2,0,0,0,0,0,0,1188,0,
5137,0,2419.0300292969,-5622.169921875,542.07098388672,0,0,0,3,0,0,0,0,0,0,1189,0,
5138,0,2486.9899902344,-5636.419921875,542.13598632813,0,0,0,3,0,0,0,0,0,0,1190,0,
5140,575,312.64599609375,-291.17300415039,104.702003479,0,0,0,0,37.29000091553,13.78999996185,35.22999954224,0,1,0,1192,0,
5148,595,1427.3399658203,564.166015625,37.98770141602,0,0,0,0,24,6,4,3.6099998951,1,0,1193,0,
5150,1,-8758.7802734375,-4469.580078125,-194,0,0,0,0,17,15,18,6.22200012207,1,0,1194,0,
5151,530,-4018.0400390625,-12151,2.14808988571,0,0,0,6,6,6,6,0,0,0,1195,0,
5152,530,-4105.2299804688,-12068.700195312,3.36282992363,0,0,0,6,6,6,6,0,0,0,1196,0,
5153,530,-4184,-12084.5,2.37328004837,0,0,0,6,6,6,6,0,0,0,1197,0,
5154,530,-4156.4599609375,-12123.5,0.43297699094,0,0,0,6,6,6,6,0,0,0,1198,0,
5158,530,9348.2197265625,-7351.7202148438,12.68280029297,0,0,0,6,0,0,0,0,0,0,1199,0,
5159,530,9290.8798828125,-7356.08984375,24.00099945068,0,0,0,6,0,0,0,0,0,0,1200,0,
5160,530,9252.740234375,-7315.2099609375,26.00690078735,0,0,0,6,0,0,0,0,0,0,1201,0,
5161,530,9218.4501953125,-7346.9501953125,39.11449813843,0,0,0,6,0,0,0,0,0,0,1202,0,
5163,571,6045.2998046875,-652.20397949219,369.47698974609,0,0,0,11.99419975281,0,0,0,0,0,0,1203,0,
5164,571,5765.5400390625,-3579.8601074219,386.9289855957,0,0,0,45.81880187988,0,0,0,0,0,0,1204,0,
5171,571,7028.990234375,-56.58020019531,810.80401611328,0,0,0,0,11.85999965668,10.81999969482,20,6.1360001564,1,0,1207,0,
5172,571,6910.91015625,93.25759887695,807.82598876953,0,0,0,0,5.97900009155,28.84000015259,30,0.79960000515,1,0,1208,0,
5173,571,6959.41015625,12.02719974518,807.42498779297,0,0,0,0,21.62000083923,4.96199989319,20,5.52199983597,1,0,1209,0,
5174,571,5753.2797851562,-1479.3399658203,234.39999389648,0,0,0,10,0,0,0,0,0,0,1210,0,
5175,571,5693.4599609375,-1383.5999755859,233.05299377441,0,0,0,10,0,0,0,0,0,0,1211,0,
5176,571,5951.3500976562,-1850.4100341797,248.30900573731,0,0,0,20,0,0,0,0,0,0,1212,0,
5177,571,5544.9501953125,-1853.5699462891,238.26800537109,0,170,0,0,74.09999847412,66.94999694824,166.10000610352,0,1,0,1213,0,
5181,595,2235.4399414062,1472.0500488281,132.36399841309,0,0,0,0,8.71899986267,11.57999992371,6,0.47049999237,1,0,1214,0,
5182,571,6674.3500976562,-199.66700744629,951.20501708984,0,0,0,8,5.13899993896,3.58800005913,2,0.23980000615,0,0,1215,0,
5183,571,6123.0297851562,-1090.6500244141,403.29699707031,0,0,0,0,30,25,2,0,1,0,1216,0,
5187,571,6314.33984375,-1763.8299560547,457.20700073242,0,0,371,0,1.94200003147,1.75800001621,12,0,1,0,1217,0,
5190,571,6153.9301757812,-1075.5899658203,402.30700683594,0,0,371,0,1.94200003147,1.75800001621,12,0,1,0,1218,0,
5191,571,3681.2900390625,-1280.1899414062,248.46600341797,0,0,0,0,11.10000038147,3.25699996948,10,0.82209998369,1,0,1219,0,You must be at least level 80 and in a raid group to enter.
5192,571,3680.6398925781,-1258.1600341797,248.56900024414,0,0,0,0,11.10000038147,3.09999990463,10,5.5720000267,1,0,1220,0,You must be at least level 80 and in a raid group to enter.
5193,571,3659.2600097656,-1281.2199707031,248.5659942627,0,0,0,0,11.10000038147,3.09999990463,10,5.5720000267,1,0,1221,0,You must be at least level 80 and in a raid group to enter.
5194,571,3658.0400390625,-1259.0200195312,248.56900024414,0,0,0,0,11.10000038147,3.25699996948,10,0.82209998369,1,0,1222,0,You must be at least level 80 and in a raid group to enter.
5196,533,3005.4699707031,-3445.1101074219,297.92498779297,0,0,0,0,9.30000019073,1.71800005436,8,0.02804999985,1,0,1223,0,
5197,533,3016.9399414062,-3434.3898925781,297.9280090332,0,0,0,0,9.30000019073,1.71800005436,8,4.71400022507,1,0,1224,0,
5198,533,3005.669921875,-3423.2800292969,297.92700195313,0,0,0,0,9.30000019073,1.71800005436,8,6.27600002289,1,0,1225,0,
5199,533,2994.6298828125,-3434.3701171875,297.9280090332,0,0,0,0,9.30000019073,1.71800005436,8,4.72800016403,1,0,1226,0,
5200,571,7115.2797851562,-1632.5799560547,820.48602294922,0,0,0,0,36,80,10,0.21279999614,1,0,1227,0,
5204,571,8414.7900390625,-369.30899047852,908,0,0,0,0,40,80,10,5.53999996185,1,0,1229,0,
5205,571,6700.4799804688,-4666.0200195312,458.28500366211,0,0,0,0,6.80100011826,24.14999961853,34,0.77069997787,1,0,1230,0,
5206,571,6976.5400390625,-4396.330078125,457.5,0,0,0,0,12,24,35,0.77069997787,1,0,1231,0,
5209,571,5675.4301757812,480.91900634766,659.19396972656,0,0,0,0,3.55599999428,8.72999954224,16,0.90200001001,1,0,1232,0,
5211,608,1798.7399902344,803.85797119141,47.36470031738,0,0,0,0,3.64599990845,12.23999977112,8,0.01229999959,1,0,1233,0,
5213,619,332.39700317383,-1110.6999511719,72.77439880371,0,0,0,0,1.99800002575,10.56000041962,7,0.63099998236,1,0,1234,0,
5215,571,3639.3999023438,2027.1999511719,6.5,0,0,0,0,12.63000011444,3.45000004768,8,5.9310002327,1,0,1235,0,
5217,571,5570.2797851562,5766.8999023438,-75.22570037842,0,0,0,0,10.82999992371,11.94999980927,14,0,1,0,1236,0,
5224,618,765.14599609375,-294.88299560547,10,0,0,0,0,20,20,10,0,1,0,1242,0,
5226,618,764.30102539063,-272.00698852539,10,0,0,0,0,20,20,10,0,1,0,1243,0,
5227,571,6220.0297851562,0.87337201834,411.97299194336,0,0,0,10,0,0,0,0,0,0,1244,0,
5231,604,1896.9599609375,825.63201904297,185,0,0,0,0,4,17,20,1.5529999733,1,0,1245,0,
5233,604,1913.7900390625,644.72698974609,144,0,0,0,0,4,20,20,3.14400005341,1,0,1246,0,
