ID,AllowableRace,Description_lang,Display3_lang,Display2_lang,Display1_lang,Display_lang,ExpansionID,DmgVariance,LimitCategory,DurationInInventory,QualityModifier,BagFamily,StartQuestID,LanguageID,ItemRange,StatPercentageOfSocket_0,StatPercentageOfSocket_1,StatPercentageOfSocket_2,StatPercentageOfSocket_3,StatPercentageOfSocket_4,StatPercentageOfSocket_5,StatPercentageOfSocket_6,StatPercentageOfSocket_7,StatPercentageOfSocket_8,StatPercentageOfSocket_9,StatPercentEditor_0,StatPercentEditor_1,StatPercentEditor_2,StatPercentEditor_3,StatPercentEditor_4,StatPercentEditor_5,StatPercentEditor_6,StatPercentEditor_7,StatPercentEditor_8,StatPercentEditor_9,Stackable,MaxCount,MinReputation,RequiredAbility,SellPrice,BuyPrice,VendorStackCount,PriceVariance,PriceRandomValue,Flags_0,Flags_1,Flags_2,Flags_3,OppositeFactionItemID,ModifiedCraftingReagentItemID,ContentTuningID,PlayerLevelToItemLevelCurveID,ItemNameDescriptionID,RequiredTransmogHoliday,RequiredHoliday,Gem_properties,Socket_match_enchantment_ID,TotemCategoryID,InstanceBound,ZoneBound_0,ZoneBound_1,ItemSet,LockID,PageID,ItemDelay,MinFactionID,RequiredSkillRank,RequiredSkill,ItemLevel,AllowableClass,ArtifactID,SpellWeight,SpellWeightCategory,SocketType_0,SocketType_1,SocketType_2,SheatheType,Material,PageMaterialID,Bonding,DamageType,StatModifier_bonusStat_0,StatModifier_bonusStat_1,StatModifier_bonusStat_2,StatModifier_bonusStat_3,StatModifier_bonusStat_4,StatModifier_bonusStat_5,StatModifier_bonusStat_6,StatModifier_bonusStat_7,StatModifier_bonusStat_8,StatModifier_bonusStat_9,ContainerSlots,RequiredPVPMedal,RequiredPVPRank,RequiredLevel,InventoryType,OverallQualityID
1173,-1,,,,,"Weather-Worn Boots",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,366,1,1,0.96460002661,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,8,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,8,1
1175,-1,,,,,"A Gold Tooth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,28,115,1,1,0.99839997292,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,-1,,,,,"Oil of Olaf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,12,1,1,1.00580000877,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1
1178,-1,,,,,"Explosive Rocket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,30,1,1,1.00940001011,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1
1179,-1,,,,,"Ice Cold Milk",0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,125,5,1,1.01310002804,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,1
1180,-1,,,,,"Scroll of Stamina",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,37,150,1,1,1.01680004597,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1
1181,-1,,,,,"Scroll of Versatility",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,100,1,1,1.0204000473,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1
1182,-1,,,,,"Brass-Studded Bracers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,261,1,1,1.02409994602,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1183,-1,,,,,"Elastic Wristguards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7889,0,0,0,0,0,0,0,0,1,0,0,0,87,437,1,1,1.02779996395,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,7,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,9,2
1187,-1,,,,,"Spiked Collar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1081,4325,1,1,1.04250001907,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2
1189,-1,,,,,"Overseer's Ring",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,625,2500,1,1,1.04980003834,524288,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,0,0,0,0,0,0,0,1,0,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7,11,2
1190,-1,,,,,"Overseer's Cloak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7889,0,0,0,0,0,0,0,0,0,1,0,0,0,840,4200,1,1,0.97990000248,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,0,0,0,0,0,0,0,7,0,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7,16,2
1191,-1,,,,,"Bag of Marbles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,330,1,1,0.98360002041,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1194,-1,,,,,"Bastard Sword",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,105,1,1,0.994599998,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,2,-1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1
1195,-1,,,,,"Kobold Mining Shovel",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,236,1,1,0.99830001593,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,3,-1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,1
1196,-1,,,,,Tabar,0,0.69999998808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,442,2214,1,1,1.00189995766,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,7,-1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,1
1197,-1,,,,,"Giant Mace",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,533,2667,1,1,1.00559997559,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,8,-1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,1
1198,-1,,,,,Claymore,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,535,2677,1,1,1.00929999352,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,8,-1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,1
1200,-1,,,,,"Large Wooden Shield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,82,1,1,1.01660001278,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1
1201,-1,,,,,"Dull Heater Shield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94,473,1,1,1.02030003071,0,8194,0,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1
1202,-1,,,,,"Wall Shield",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367,1839,1,1,1.02400004864,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,1
1203,-1,,,,,"Aegis of Stormwind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7889,0,0,0,16132,0,0,0,0,1,0,0,0,459251,2296255,1,1,1.02769994736,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,4,1,0,2,0,4,7,-1,-1,-1,5,-1,-1,-1,-1,0,0,0,21,14,3
1204,-1,,,,,"The Green Tower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7889,3889,0,0,16132,0,0,0,0,1,0,0,0,5350,26751,1,1,1.03129994869,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,0,0,0,0,0,0,4,1,0,2,0,4,7,40,-1,-1,5,-1,-1,-1,-1,0,0,0,15,14,4
1205,-1,,,,,"Melon Juice",0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,500,5,1,1.03499996662,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7,0,1
1206,-1,,,,,"Moss Agate",0,0,0,0,0,20972168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,400,1600,1,1,0.96509999037,0,-2147475456,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1207,-1,,,,,Murphstar,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7889,0,0,0,25370,0,0,0,0,1,0,0,0,79515,397579,1,1,0.9688000083,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,22,-1,0,0,0,0,0,0,3,2,0,2,0,5,7,-1,-1,-1,5,-1,-1,-1,-1,0,0,0,14,13,2
1208,-1,,,,,"Maybell's Love Letter",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.97240000963,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,-1,,,,,Shadowgem,0,0,0,0,0,20972160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,250,1000,1,1,0.97979998589,0,-2147475456,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1211,-1,,,,,"Gnoll War Harness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,7889,0,0,0,0,0,0,0,0,1,0,0,0,487,2435,1,1,0.98350000381,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,8,0,2,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5,5,2
1212,-1,,,,,"Gnoll Spittle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,85,1,1,0.98710000515,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,-1,,,,,"Gnoll Kindred Bracers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123,616,1,1,0.99080002308,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,8,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4,9,1
1214,-1,,,,,"Gnoll Punisher",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,930,4651,1,1,0.9944999814,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,10,-1,0,0,0,0,0,0,3,2,0,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,6,13,2
1215,-1,,,,,"Support Girdle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,7889,0,0,0,0,0,0,0,0,1,0,0,0,953,4769,1,1,0.99809998274,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-1,0,0,0,0,0,0,0,8,0,2,0,73,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,8,6,2
1218,-1,,,,,"Heavy Gnoll War Club",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14286,0,0,0,0,0,0,0,0,0,1,0,0,0,2682,13412,1,1,1.00919997692,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,13,-1,0,0,0,0,0,0,1,2,0,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,8,17,2
1219,-1,,,,,"Redridge Machete",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,10000,0,0,0,0,0,0,0,0,1,0,0,0,823,4119,1,1,1.01279997826,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,9,-1,0,0,0,0,0,0,3,1,0,2,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5,13,2
1220,-1,,,,,"Lupine Axe",0,0.69999998808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,2079,10395,1,1,1.01649999619,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,12,-1,0,0,0,0,0,0,1,1,0,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7,17,2
1221,-1,,,,,"Underbelly Whelp Scale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,1.02020001411,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,-1,,,,,"Broken Tooth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,14,58,1,1,0.95029997826,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,-1,,,,,"Linen Bandage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,34,1,1,0.98320001364,2097216,40960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1
1252,-1,,,,,"Gramma Stonefield's Note",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.98689997196,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1256,-1,,,,,"Crystal Kelp Frond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,1.02810001373,2048,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1257,-1,,,,,"Invisibility Liquor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.03170001507,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,-1,,,,,"Tharil'zun's Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.04270005226,2048,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261,-1,,,,,"Midnight Orb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,1.04639995098,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,-1,,,,,"Keg of Thunderbrew Lager",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,445,1,1,0.94999998808,0,8192,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1263,-1,,,,,"Brain Hacker",0,0.69999998808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26663,133315,1,1,0.95370000601,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,29,-1,0,0,0,0,0,0,1,1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,23,17,4
1264,-1,,,,,Headbasher,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8889,3333,0,0,0,0,0,0,0,0,1,0,0,0,3671,18357,1,1,0.95730000734,0,8192,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,16,-1,0,0,0,0,0,0,1,2,0,1,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,17,2
1265,-1,,,,,"Scorpion Sting",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5842,29211,1,1,0.96100002527,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,22,-1,0,0,0,0,0,0,3,1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,14,13,3
1270,-1,,,,,"Finely Woven Cloak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,372,1864,1,1,1.00590002537,0,8192,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,7,0,1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,16,2
1273,-1,,,,,"Forest Chain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7889,8889,0,0,0,0,0,0,0,0,1,0,0,0,1932,9663,1,1,1.01689994335,0,8192,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1,0,0,0,0,0,0,0,5,0,1,0,7,40,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,5,2
1274,-1,,,,,Hops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,35,1,1,1.02059996128,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1275,-1,,,,,"Deputy Chain Coat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7889,7778,0,0,0,0,0,0,0,0,1,0,0,0,1946,9733,1,1,1.02429997921,0,8192,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1,0,0,0,0,0,0,0,5,0,1,0,7,40,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,5,2
1276,-1,,,,,"Fire Hardened Buckler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7889,3500,0,0,16132,0,0,0,0,1,0,0,0,2220,11101,1,1,1.02789998055,0,8192,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-1,0,0,0,0,0,0,4,1,0,1,0,4,7,40,-1,-1,5,-1,-1,-1,-1,0,0,0,0,14,2
1280,-1,,,,,"Cloaked Hood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7889,6667,0,0,0,0,0,0,0,0,1,0,0,0,41733,208666,1,1,1.04260003567,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,0,0,0,0,0,0,0,8,0,2,0,7,73,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,14,1,2
1282,-1,,,,,"Sparkmetal Coif",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,7889,0,0,0,0,0,0,0,0,1,0,0,0,3289,16449,1,1,1.04999995232,0,8192,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-1,0,0,0,0,0,0,0,6,0,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,2
1283,-1,,,,,"Verner's Note",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.95349997282,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1284,-1,"There's a note attached to this crate.",,,,"Crate of Horseshoes",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.95719999075,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1287,-1,,,,,"Giant Tarantula Fang",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,10000,0,0,0,0,0,0,0,0,1,0,0,0,703,3518,1,1,0.99470001459,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,8,-1,0,0,0,0,0,0,3,1,0,2,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5,13,2
1288,-1,,,,,"Large Venom Sac",0,0,0,0,0,10485760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,185,740,1,1,0.99839997292,0,-2147475456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1292,-1,,,,,"Butcher's Cleaver",0,0.69999998808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,7889,4300,2700,0,0,0,0,0,0,1,0,0,0,2585,12926,1,1,1.01310002804,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,13,-1,0,0,0,0,0,0,3,1,0,1,0,3,7,40,32,-1,-1,-1,-1,-1,-1,0,0,0,8,13,3
