entry,hash,alternateHash
1360,3163186525,3163186448
1361,3388624714,3388624536
1362,3355510402,3355510224
1363,4103353061,4103352984
1364,3445424061,3445423984
1365,3841623338,3841623160
1366,1199211858,1199211680
1367,2902222274,2902222096
1368,3682934962,3682934784
1369,547611279,547611024
1370,3421395967,3421395712
1371,3936180207,3936179952
1372,100465970,100465792
1373,1469761759,1469761504
1374,1579032415,1579032160
1375,1356645951,1356645696
1380,1110694423,1110694168
1381,4179348135,4179347880
1382,2878115021,2878114944
1383,644726282,644726104
1384,182082445,182082368
1385,4244683229,4244683152
1386,2086707213,2086707136
1387,109241085,109241008
1388,3730135386,3730135208
1389,106683647,106683392
1391,1135424946,1135424768
1392,721449999,721449744
1393,3880462783,3880462528
1394,2929223346,2929223168
1395,70801957,70801880
1396,1683978237,1683978160
1398,4262397197,4262397120
1418,3558165330,3558165152
1419,1357019642,1357019464
1420,1542125890,1542125712
1421,1969244773,1969244696
1422,673121882,673121704
1423,1880706693,1880706616
1424,3895904738,3895904560
1425,1955424789,1955424712
1426,2808075370,2808075192
1427,4165933730,4165933552
1428,3141504826,3141504648
1429,3632844778,3632844600
1430,2900748250,2900748072
1431,291126434,291126256
1432,2560251762,2560251584
1433,3161088786,3161088608
1434,1030362354,1030362176
1435,2992493354,2992493176
1436,291129186,291129008
1437,671457645,671457568
1438,3937749645,3937749568
1439,3887603317,3887603240
1440,3343863733,3343863656
1442,1853926925,1853926920
1444,1450372178,1450372000
1445,3622282938,3622282760
1446,342281623,342281368
1447,3734709053,3734708976
1448,2993354133,2993354056
1449,1436958541,1436958464
1450,4155578365,4155578288
1451,518708629,518708552
1452,519392085,519392008
1453,3562595805,3562595728
1454,3015779821,3015779744
1455,3166777277,3166777200
1456,2693892437,2693892360
1457,3103883117,3103883040
1458,188169333,188169256
1459,2123847093,2123847016
1462,678224218,678224040
1463,2481775898,2481775720
1464,1423306818,1423306640
1465,2696798965,2696798888
1466,4260862669,4260862592
1467,621757349,621757272
1468,3986401669,3986401592
1469,3605854285,3605854208
1470,4037026418,4037026240
1471,985992712,985992696
1472,1410047370,1410047192
1473,1574483624,1574483608
1474,1221911826,1221911648
1475,3544411757,3544411680
1476,249844058,249843880
1477,2632667685,2632667608
1478,3050032698,3050032520
1479,2380504869,2380504792
1480,3345796594,3345796416
1481,1704252290,1704252112
1482,1213515962,1213515784
1483,2065732151,2065731896
1484,410816690,410816512
1485,3564146898,3564146720
1486,1812542727,1812542472
1487,256994095,256993840
1488,1182078922,1182078744
1489,3758160418,3758160240
1490,1237397570,1237397392
1491,913675935,913675680
1492,914142338,914142160
1498,4226496234,4226496056
1499,611883498,611883320
1501,1177596378,1177596200
1502,1349087330,1349087152
1503,3496265842,3496265664
1504,3777827826,3777827648
1505,1452152650,1452152472
1506,1428688250,1428688072
1507,3568548778,3568548600
1508,3540302562,3540302384
1509,3454343362,3454343184
1510,3880591026,3880590848
1511,3761428202,3761428024
1512,1523725882,1523725704
1513,4127520042,4127519864
1514,2962391751,2962391496
1515,1251056378,1251056200
1516,196412866,196412688
1517,2097984586,2097984408
1518,249365138,249364960
1519,140841392,140841360
1520,1331475162,1331474984
1521,2579820250,2579820072
1522,883802186,883802008
1523,883802698,883802520
1524,2437291074,2437290896
1525,416159538,416159360
1526,4216240338,4216240160
1527,2286297562,2286297384
1528,1058385090,1058384912
1529,1058385602,1058385424
1530,1177920274,1177920096
1531,3144635562,3144635384
1532,3144636074,3144635896
1534,3009837338,3009837160
1535,3040773042,3040772864
1536,92690218,92690040
1558,977182989,977182912
1559,2691475272,2691475272
1560,4003538215,4003537960
1578,3526544245,3526544168
1579,2148694573,2148694496
1580,1534159093,1534159016
1581,507521464,507521464
1582,3011965237,3011965160
1598,3427522149,3427522072
1599,3539819717,3539819640
1618,1968055197,1968055120
1638,1423048245,1423048168
1639,1769585517,1769585440
1640,1543719949,1543719872
1641,813864201,813864200
1642,671810281,671810280
1643,4275259649,4275259648
1644,78853089,78853088
1645,813866252,813866248
1646,4210757756,4210757752
1647,1192965340,1192965336
1648,4176685684,4176685680
1649,133583597,133583592
1650,1400785165,1400785160
1651,1355822029,1355822024
1652,133585453,133585448
1653,1911422085,1911422080
1654,2084540781,2084540776
1655,1790034461,1790034456
1656,1258277690,1258277512
1657,3244213130,3244212952
1658,2723271181,2723271104
1661,3356151789,3356151784
1665,1043330173,1043330096
1666,2377630837,2377630760
1667,275063957,275063880
1678,2517447677,2517447600
1679,1301074157,1301074080
1680,49427933,49427856
1681,1652137741,1652137664
1682,1886582485,1886582408
1683,3384621037,3384620960
1684,923813037,923812960
1685,1166496981,1166496904
1686,2625266117,2625266040
1687,123870421,123870344
1688,3724163525,3724163448
1689,601786037,601785960
1690,1843810495,1843810240
1691,1512162927,1512162672
1692,1483035765,1483035688
1693,276483285,276483208
1698,2204351693,2204351616
1699,3867582325,3867582248
1700,1024666281,1024666216
1701,417173653,417173576
1702,1052430349,1052430272
1703,1208155232,1208155224
1704,1360845684,1360845616
1705,190160037,190159960
1706,275135445,275135368
1707,248676359,248676104
1708,3877750741,3877750664
1709,4035494357,4035494280
1710,2824849365,2824849288
1711,1617323477,1617323400
1712,1177115056,1177115056
1713,2889804944,2889804944
1714,3498159432,3498159432
1715,2242085077,2242085000
1716,1202544773,1202544696
1717,1166514005,1166513928
1718,1310064976,1310064976
1719,2414922592,2414922592
1738,1645274389,1645274312
1739,921106317,921106240
1740,2620793191,2620792936
1758,2705597333,2705597256
1778,4210825404,4210825400
1779,1878291764,1878291760
1780,671881001,671881000
1781,3529786297,3529786296
1782,3764040533,3764040456
1783,1625580076,1625580072
1784,1221921020,1221921016
1785,4210828988,4210828984
1786,1817993689,1817993688
1787,2917984833,2917984832
1788,671885097,671885096
1789,3765751052,3765751048
1790,3765751561,3765751560
1791,876318088,876318088
1792,2155035144,2155035144
1793,275711757,275711752
1794,275712269,275712264
1795,3068082375,3068082120
1796,2888183791,2888183536
1798,2509859069,2509858992
1799,2564509079,2564508824
1800,903252770,903252592
1801,1339851762,1339851584
1802,1499264005,1499263928
1803,3920953442,3920953264
1804,49609525,49609448
1805,49610138,49609960
1806,1510961221,1510961216
1818,1646812706,1646812528
1819,185382234,185382056
1820,2166000826,2166000648
1821,464019274,464019096
1822,1617682298,1617682120
1823,2890895202,2890895024
1824,1239225082,1239224904
1825,1081485538,1081485360
1838,2273397546,2273397368
1839,3585588794,3585588616
1840,1916166466,1916166288
1841,4082603154,4082602976
1842,1284158938,1284158760
1843,1081314874,1081314696
1844,524543314,524543136
1845,1347453498,1347453320
1846,2036259866,2036259688
1847,1349649978,1349649800
1848,4033103930,4033103752
1858,1710225034,1710224904
1859,4094010866,4094010864
1860,3945470233,3945470168
1861,3065560857,3065560792
1878,8058887,8058632
1879,3460715497,3460715432
1880,1280786665,1280786600
1881,1553952200,1553952056
1882,3322198728,3322198584
1883,1409757856,1409757712
1884,4195565864,4195565720
1885,2264684056,2264684040
1886,467717592,467717576
1898,1509448224,1509448208
1899,1711848816,1711848800
1918,2546799722,2546799544
1919,1529249881,1529249816
1920,1655759201,1655759136
1921,76389217,76389152
1938,390886553,390886488
1939,304730833,304730768
1940,919626961,919626896
1941,1357057545,1357057480
1942,822104777,822104712
1943,4269630848,4269630704
1944,1289681736,1289681592
1945,1205057480,1205057336
1946,1358998296,1358998152
1947,1567503936,1567503936
1948,4032978064,4032978064
1949,3854314208,3854314208
1950,3568979672,3568979672
1951,1819831736,1819831736
1952,1703125712,1703125712
1953,224887743,224887488
1954,65742128,65742128
1955,2154863968,2154863968
1956,3368461192,3368461192
1957,787038992,787038992
1958,3505100296,3505100296
1959,2627402504,2627402360
1960,1903661472,1903661328
1961,1332068808,1332068664
1962,2699786328,2699786184
1963,2979548290,2979548160
1978,3026286352,3026286336
1998,2019397968,2019397952
1999,2271757912,2271757896
2038,2252798293,2252798216
2039,2534852389,2534852312
2040,192533749,192533672
2041,2933887165,2933887088
2078,930540029,930539952
2098,1148000877,1148000800
2118,1210063821,1210063744
2138,3691288133,3691288056
2139,3930012285,3930012208
2158,1709965181,1709965104
2159,2924077493,2924077416
2160,66053749,66053672
2161,134371730,134371552
2178,2979745085,2979745008
2198,4185128917,4185128840
2199,957005965,957005888
2200,1765824229,1765824152
2201,1364657205,1364657128
2202,1102168794,1102168616
2203,1378054938,1378054760
2204,1648889197,1648889120
2205,4091480197,4091480120
2206,2325695133,2325695056
2218,478643133,478643056
2238,3351109397,3351109320
2239,1402910845,1402910768
2240,4204824629,4204824552
2241,2493930637,2493930560
2242,1797355205,1797355128
2258,3437247690,3437247512
2259,766146541,766146464
2260,224107341,224107264
2278,36542559,36542304
2279,1654981117,1654981040
2280,1194133946,1194133768
2281,1840412909,1840412832
2282,2272095325,2272095248
2283,2574499314,2574499136
2284,999631386,999631208
2298,442873773,442873696
2299,1787758501,1787758424
2300,2994434557,2994434480
2318,1274665066,1274664888
2338,3779166018,3779165840
2339,2913570210,2913570032
2340,3173556738,3173556560
2341,1170580842,1170580664
2342,3500813554,3500813376
2358,1739557704,1739557704
2359,635952621,635952544
2360,2917247421,2917247344
2361,2962738517,2962738440
2378,1255118538,1255118360
2379,2627855874,2627855696
2380,1305382194,1305382016
2381,4093759922,4093759744
2382,1807817410,1807817232
2383,765407498,765407496
2398,1724974565,1724974488
2399,2693071061,2693070984
2418,1702267015,1702266760
2438,3242835749,3242835672
2439,3980791933,3980791856
2440,2069752338,2069752160
2458,512889442,512889264
2459,302387741,302387664
2460,2972382938,2972382760
2478,3561866578,3561866400
2479,3216652722,3216652544
2480,899666378,899666200
2498,339851653,339851576
2499,555608109,555608032
2500,197258989,197258912
2501,4265986469,4265986392
2518,782100717,782100640
2519,1798840373,1798840296
2520,811474245,811474168
2521,2154838351,2154838096
2522,634012567,634012312
2523,4036211911,4036211656
2541,474854877,474854800
2561,3347336613,3347336536
2581,508494431,508494176
2582,3458638943,3458638688
2583,2429334887,2429334632
2584,1892988775,1892988520
2585,2625404679,2625404424
2586,1079777975,1079777720
2601,2644167,2643912
2602,16180343,16180088
2603,843633679,843633424
2604,1382827535,1382827280
2605,3854595903,3854595648
2606,2469743031,2469742776
2607,2711233421,2711233344
2608,3808072637,3808072560
2609,3288569901,3288569824
2621,2273682842,2273682664
2622,1133995594,1133995416
2623,1365916954,1365916776
2641,3205412615,3205412360
2661,701624735,701624480
2662,686563319,686563064
2681,783748575,783748320
2701,350700655,350700400
2702,4180098903,4180098648
2721,2739702543,2739702288
2741,3247385351,3247385096
2742,1495904898,1495904720
2743,327627967,327627712
2744,1638574127,1638573872
2745,3109712693,3109712616
2746,1316655333,1316655256
2747,814511623,814511368
2748,1078392839,1078392584
2749,2422880775,2422880520
2750,3762243783,3762243528
2751,3272762674,3272762496
2752,79912674,79912496
2753,4032283010,4032282832
2754,3948461738,3948461560
2755,2531920722,2531920544
2756,1124657498,1124657320
2757,4201680274,4201680096
2758,1918212349,1918212272
2759,3933712685,3933712608
2760,1893836919,1893836664
2761,2373288239,2373287984
2762,207074247,207073992
2763,2119410039,2119409784
2764,493393527,493393272
2765,1211752351,1211752096
2766,3432438367,3432438112
2767,1924493519,1924493264
2768,3462732143,3462731888
2769,2269309453,2269309376
2770,2398813983,2398813728
2771,4049516895,4049516640
2772,3271543087,3271542832
2773,3828084551,3828084296
2781,1931949167,1931948912
2782,1067196810,1067196632
2783,2032948613,2032948536
2784,806471218,806471040
2801,2417433151,2417432896
2821,2023984741,2023984664
2822,3790831650,3790831472
2841,2212335794,2212335616
2842,837514610,837514432
2843,568891522,568891344
2844,1990106581,1990106504
2845,466911509,466911432
2846,212684503,212684248
2847,1235778317,1235778240
2848,157035805,157035728
2849,4018871333,4018871256
2850,3028736693,3028736616
2851,119623613,119623536
2852,1431564109,1431564032
2853,1649189653,1649189576
2854,3597695178,3597695000
2855,2790009562,2790009384
2856,3134921186,3134921008
2857,3775322226,3775322048
2858,1961971258,1961971080
2859,2128342282,2128342104
2860,2755441442,2755441264
2861,4117710975,4117710720
2862,1116195194,1116195016
2863,516345386,516345208
2864,3611736711,3611736456
2865,2937884047,2937883792
2866,3554402373,3554402296
2867,2864542557,2864542480
2869,660480053,660479976
2870,2112755565,2112755488
2871,1432811949,1432811872
2872,4240608983,4240608728
2873,1956597519,1956597264
2874,373678351,373678096
2875,671223527,671223272
2876,113020343,113020088
2877,3512502965,3512502888
2878,4036393671,4036393416
2879,3008541789,3008541712
2880,397255053,397254976
2881,3230981525,3230981448
2882,2996905087,2996904832
2902,3549302658,3549302480
2903,4263724554,4263724376
2904,3277939103,3277938848
2922,898865437,898865360
2923,3912197069,3912196992
2924,2295523749,2295523672
2925,3727698893,3727698816
2926,762017933,762017856
2927,4223564597,4223564520
2928,379173821,379173744
2929,1153980861,1153980784
2930,3855078413,3855078336
2931,2426924093,2426924016
2932,453524058,453523880
2933,1471658898,1471658720
2934,3990215890,3990215712
2935,530454074,530453896
2936,1626233826,1626233648
2937,3259181018,3259180840
2938,343138242,343138064
2939,4141725237,4141725160
2940,924732285,924732208
2941,1622724893,1622724816
2942,1829715381,1829715304
2943,4107413741,4107413664
2944,463522229,463522152
2945,1542437919,1542437664
2946,3693111797,3693111720
2947,550038613,550038536
2948,1475549549,1475549472
2949,550039738,550039560
2950,3417842874,3417842696
2951,583730303,583730048
2952,3230251143,3230250888
2953,2695379591,2695379336
2954,116130823,116130568
2962,3598879197,3598879120
2963,3312959437,3312959360
2964,1723907469,1723907392
2965,3114770346,3114770168
2966,3693122138,3693121960
2967,3188753090,3188752912
2968,1950924762,1950924584
2969,3677156597,3677156520
2970,849213709,849213632
2972,3529864461,3529864384
2973,2213304298,2213304120
2974,2242154154,2242153976
2975,2158608210,2158608032
2976,3559170226,3559170048
2977,3722753885,3722753808
2978,3887684058,3887683880
2979,3178645250,3178645072
2980,171560930,171560752
2981,1097467290,1097467112
2982,3031470037,3031469960
2983,884550218,884550040
2984,884550730,884550552
2985,1059131074,1059130896
2986,1059131586,1059131408
2987,2173427650,2173427472
2988,2381435469,2381435392
2989,4162885773,4162885696
2990,3746601461,3746601384
2991,274483629,274483552
2992,891126141,891126064
2993,3090670973,3090670896
2994,3592046133,3592046056
2995,3097456130,3097455952
2996,3839013762,3839013584
2997,2599521916,2599521912
2998,3355544297,3355544296
2999,695832844,695832840
3000,2599523452,2599523448
3001,1531621842,1531621664
3002,4060937546,4060937368
3022,3722100053,3722099976
3042,3656007199,3656006944
3062,2906268682,2906268504
3063,3169066362,3169066184
3065,3417316184,3417316056
3082,4223216040,4223215912
3083,3761997456,3761997328
3084,854981856,854981728
3085,218880904,218880776
3086,3411411368,3411411240
3087,1661855778,1661855776
3088,375388738,375388736
3089,3358249922,3358249920
3090,2448021594,2448021416
3091,3029072552,3029072520
3092,4194114960,4194114928
3093,1242173752,1242173720
3094,2649856472,2649856440
3095,222396720,222396704
3096,4286368216,4286368200
3097,2227512984,2227512968
3098,1938229024,1938229008
3099,123108464,123108448
3100,924430097,924430096
3101,175298841,175298840
3102,352662921,352662920
3103,634726121,634726120
3104,1198992057,1198992056
3105,1538704897,1538704896
3106,437015812,437015808
3107,2382724764,2382724760
3108,3443363692,3443363688
3109,2984223212,2984223208
3110,1973401820,1973401816
3112,3411289368,3411289304
3113,210202112,210202048
3114,302108008,302107944
3115,1162433368,1162433304
3116,3234475544,3234475536
3117,1493941704,1493941696
3118,1725799832,1725799824
3119,221089632,221089624
3120,2156410112,2156410104
3121,2323970770,2323970592
3122,3907607114,3907606936
3123,2597840762,2597840584
3124,2974097722,2974097544
3125,3235320362,3235320184
3126,2067356738,2067356560
3127,3578821794,3578821616
3128,2347475794,2347475616
3129,1077955242,1077955064
3130,714599381,714599304
3141,4052704295,4052704040
3161,2889100359,2889100104
3181,382037253,382037176
3182,1430418765,1430418688
3201,2881641445,2881641368
3221,2678791770,2678791592
3261,2590765442,2590765264
3281,797109714,797109536
3301,553770050,553769872
3321,2044459135,2044458880
3341,2350629266,2350629088
3361,1879410869,1879410792
3362,10770311,10770056
3363,4036641991,4036641736
3364,2258813909,2258813832
3365,2724042013,2724041936
3367,151679493,151679416
3368,1604512293,1604512216
3369,363963642,363963464
3370,360298093,360298016
3371,1210584093,1210584016
3372,1660644197,1660644120
3373,3621871143,3621870888
3374,695896695,695896440
3375,3586377749,3586377672
3376,2380928082,2380927904
3377,4012619757,4012619680
3378,2910078309,2910078232
3379,1338283504,1338283504
3380,3589188634,3589188456
3382,1466398231,1466397976
3385,1653608544,1653608544
3402,3914287920,3914287920
3421,2422130887,2422130632
3441,2732908535,2732908280
3442,1679062455,1679062200
3443,2901919223,2901918968
3444,3543636623,3543636368
3445,3589221813,3589221736
3446,2455499599,2455499344
3447,4225689279,4225689024
3448,2729885285,2729885208
3449,992305045,992304968
3450,4122629805,4122629728
3451,555291213,555291136
3452,1871645463,1871645208
3453,2418190479,2418190224
3454,3061465223,3061464968
3461,2499251749,2499251672
3462,1539840199,1539839944
3463,151727687,151727432
3481,147413575,147413320
3483,1350591317,1350591240
3501,2473008735,2473008480
3502,1068119671,1068119416
3503,279223495,279223240
3504,3041868386,3041868208
3505,38851154,38850976
3506,859845722,859845544
3507,1854862922,1854862744
3508,3564586599,3564586344
3509,2136417407,2136417152
3510,3095872927,3095872672
3511,330203311,330203056
3512,4222663759,4222663504
3513,628696298,628696120
3514,321954738,321954560
3517,510955274,510955096
3518,434494810,434494632
3519,1452330421,1452330344
3520,233229191,233228936
3521,2003448349,2003448272
3522,613564917,613564840
3523,4084878895,4084878640
3524,3937606613,3937606536
3525,2623808575,2623808320
3526,2772141890,2772141712
3527,3682519767,3682519512
3528,1509496391,1509496136
3541,2308027042,2308026864
3542,4146828642,4146828464
3561,3411505554,3411505376
3562,3515845850,3515845672
3563,2285585586,2285585408
3564,2617933394,2617933216
3565,3946139066,3946138888
3566,4206946413,4206946336
3567,2152949063,2152948808
3568,3219613450,3219613272
3569,529962450,529962272
3570,3498967482,3498967304
3601,1870435887,1870435632
3602,1882808199,1882807944
3621,915946671,915946416
3625,2223836111,2223835856
3626,2219978839,2219978584
3627,559965703,559965448
3628,1725553287,1725553032
3629,2772194525,2772194448
3630,850265909,850265832
3631,2577504026,2577503848
3632,850266933,850266856
3633,2772196751,2772196496
3634,850267957,850267880
3635,325979658,325979480
3636,3950257597,3950257520
3637,325980682,325980504
3638,1669164991,1669164736
3639,4139307711,4139307456
3640,1463120741,1463120664
3641,2279141821,2279141744
3642,1007514938,1007514760
3643,1706096282,1706096104
3644,1621480647,1621480392
3645,1621481159,1621480904
3646,1621481671,1621481416
3647,1621482005,1621481928
3661,1895234445,1895234368
3681,3338069937,3338069936
3701,493028253,493028176
3702,498183077,498183000
3721,8060807,8060552
3741,152144320,152144320
3761,3963209866,3963209688
3762,1343423058,1343422880
3763,816977973,816977896
3764,3402749989,3402749912
3765,3802920341,3802920264
3781,1820654653,1820654576
3782,1442092130,1442091952
3783,2679208383,2679208128
3784,1343434322,1343434144
3785,461774661,461774584
3786,3807256066,3807255888
3787,3658774717,3658774640
3788,3658775229,3658775152
3789,816991285,816991208
3790,816991797,816991720
3791,117253029,117252952
3792,2969902613,2969902536
3801,4166110663,4166110408
3802,2992275167,2992274912
3803,1354019861,1354019784
3804,2160592506,2160592328
3821,3177891162,3177890984
3822,991763098,991762920
3823,191834989,191834912
3824,850070725,850070648
3825,4201106285,4201106208
3841,3884464453,3884464376
3842,1711315997,1711315920
3843,1538291365,1538291288
3844,387621591,387621336
3845,443711887,443711632
3861,3880326325,3880326248
3881,2424180263,2424180008
3882,2360354367,2360354112
3883,1288617023,1288616768
3884,1736182063,1736181808
3901,905117490,905117312
3902,2875313650,2875313472
3903,2890967341,2890967264
3904,2634103725,2634103648
3905,1571005677,1571005600
3906,603042810,603042632
3907,2134619058,2134618880
3908,4182434631,4182434376
3909,3639814359,3639814104
3912,599749823,599749568
3913,1885528263,1885528008
3914,1113717967,1113717712
3921,2906045330,2906045152
3922,1181802082,1181801904
3923,3642458618,3642458440
3924,4193140530,4193140352
3941,3227081199,3227080944
3942,1398841951,1398841696
3961,805592119,805591864
3962,2308546695,2308546440
3981,1308895234,1308895056
3982,2378262154,2378261976
4001,2759062354,2759062176
4002,2251816114,2251815936
4003,1236622234,1236622056
4004,3093643106,3093642928
4005,3813863223,3813862968
4021,3048206458,3048206280
4022,503731367,503731112
4023,911647047,911646792
4024,1529901183,1529900928
4041,3229777927,3229777672
4061,3796466314,3796466136
4062,3885529602,3885529424
4063,937531890,937531712
4081,1643376242,1643376064
4082,3719807314,3719807136
4083,4036265159,4036264904
4084,853634447,853634192
4101,3958442293,3958442216
4102,2499347578,2499347400
4103,3229985813,3229985736
4104,1887305237,1887305160
4105,3230756885,3230756808
4106,1351348757,1351348680
4107,1353438229,1353438152
4108,3229988373,3229988296
4109,1887307797,1887307720
4110,3230759445,3230759368
4111,1351351317,1351351240
4112,1353440789,1353440712
4113,4037025991,4037025736
4114,4037026503,4037026248
4115,2963723463,2963723208
4116,4037027527,4037027272
4117,2695362759,2695362504
4118,4037028551,4037028296
4119,3768917191,3768916936
4120,37172930,37172752
4121,1743674554,1743674376
4122,3813926898,3813926720
4123,2985857287,2985857032
4124,3098163757,3098163680
4125,2027572357,2027572280
4126,2838487277,2838487200
4127,1961256029,1961255952
4128,673253165,673253088
4129,865636741,865636664
4130,2830517869,2830517792
4131,1989985101,1989985024
4132,1309337546,1309337368
4133,63826746,63826568
4134,1208836090,1208835912
4135,1580560829,1580560752
4136,1558905607,1558905352
4141,1818035429,1818035352
4142,1250392245,1250392168
4143,1561074373,1561074296
4144,3767721365,3767721288
4145,2843605866,2843605688
4146,73094874,73094696
4147,1037155162,1037154984
4148,4035577338,4035577160
4161,3189813877,3189813800
4181,2772477149,2772477072
4182,1595057557,1595057480
4183,2794962685,2794962608
4184,3918535357,3918535280
4185,73905509,73905432
4186,2486663501,2486663424
4201,776019119,776018864
4221,2963777735,2963777480
4222,2963778247,2963777992
4223,276278621,276278544
4224,1439789269,1439789192
4241,1144016845,1144016768
4242,784081621,784081544
4243,3957944463,3957944208
4244,4123642551,4123642296
4245,1014612127,1014611872
4261,296765429,296765352
4262,3620804893,3620804816
4263,3170254125,3170254048
4264,510547373,510547296
4265,1996979357,1996979280
4266,130641405,130641328
4267,2713603629,2713603552
4281,2237745877,2237745800
4282,2687685653,2687685576
4283,3482328365,3482328288
4284,1699365407,1699365152
4285,2768147223,2768146968
4286,1721447405,1721447328
4287,1073656615,1073656360
4288,2608325903,2608325648
4289,3097043295,3097043040
4290,1478465287,1478465032
4291,3291411895,3291411640
4292,3538353055,3538352800
4293,3773969218,3773969040
4294,304449386,304449208
4295,1349279559,1349279304
4296,579842383,579842128
4297,2607497645,2607497568
4298,2887589637,2887589560
4300,2596860218,2596860040
4301,3180999695,3180999440
4321,177646983,177646728
4322,251487893,251487816
4324,3517430879,3517430624
4341,2667736309,2667736232
4342,1254350885,1254350808
4343,2963840199,2963839944
4361,2918821437,2918821360
4362,2588119477,2588119400
4363,314363429,314363352
4381,1082177607,1082177352
4382,2154916423,2154916168
4383,275471431,275471176
4384,2423385671,2423385416
4385,1886855239,1886854984
4386,7516743,7516488
4401,4037173447,4037173192
4402,3702726778,3702726600
4403,2963870919,2963870664
4421,3556559141,3556559064
4441,63743477,63743400
4442,1970847957,1970847880
4443,2695529671,2695529416
4444,2695530183,2695529928
4445,2695530695,2695530440
4446,2695531207,2695530952
4447,3769085127,3769084872
4448,3769085639,3769085384
4449,2945708927,2945708672
4450,3212165367,3212165112
4451,4181245359,4181245104
4461,2695538887,2695538632
4462,3769092807,3769092552
4463,2963020999,2963020744
4464,4037205703,4037205448
4465,4037206215,4037205960
4466,2963903175,2963902920
4467,2963903687,2963903432
4481,1084952775,1084952520
4482,3498963655,3498963400
4483,2426016967,2426016712
4484,2962159303,2962159048
4485,3357597677,3357597672
4486,3357598189,3357598184
4487,4108336029,4108335952
4488,4108336541,4108336464
4489,4108337154,4108336976
4490,2195241704,2195241704
4491,591147863,591147608
4492,1077918591,1077918336
4493,1229284925,1229284848
4494,1229285538,1229285360
4495,2340535109,2340535032
4496,430957135,430956880
4501,1606792535,1606792280
4502,1174313303,1174313048
4503,1304343471,1304343216
4504,3033949311,3033949056
4505,2171768042,2171767864
4506,135308866,135308688
4507,3955649167,3955648912
4508,3814490773,3814490696
4509,1734639418,1734639240
4510,363618397,363618320
4511,3508296978,3508296800
4512,1985345301,1985345224
4513,990285093,990285016
4521,2930853786,2930853608
4542,3601495594,3601495416
4561,1627631546,1627631368
4581,2400675941,2400675864
4601,584575103,584574848
4602,584575615,584575360
4603,2696224391,2696224136
4604,2696224903,2696224648
4605,3231097479,3231097224
4606,3231097991,3231097736
4621,3676717967,3676717712
4641,522007082,522006952
4642,1142625330,1142625152
4661,2162292666,2162292488
4681,927743197,927743120
4701,377076981,377076904
4721,2940390618,2940390440
4722,1609368565,1609368488
4723,3862476045,3862475968
4724,1432958306,1432958128
4725,654119141,654119064
4726,2411641607,2411641352
4727,1609371253,1609371176
4728,3862478669,3862478592
4729,3519174575,3519174320
4730,3862479821,3862479744
4731,654122469,654122392
4732,1609374069,1609373992
4733,3862481549,3862481472
4734,370447679,370447424
4735,3186251671,3186251416
4736,596775162,596774984
4737,596775573,596775496
4738,1139940189,1139940112
4739,596776698,596776520
4740,981936677,981936600
4741,2567098706,2567098528
4742,2678380911,2678380656
4743,2424185471,2424185216
4761,1552849053,1552848976
4762,1861585005,1861584928
4763,3529270629,3529270552
4764,3071401813,3071401736
4765,3770050861,3770050784
4766,429323085,429323008
4767,2598399466,2598399288
4768,1950654802,1950654624
4769,1290956322,1290956144
4770,717971842,717971664
4771,3974109471,3974109216
4781,3588585663,3588585408
4782,455430759,455430504
4783,4281722479,4281722224
4784,1794503711,1794503456
4785,2172615751,2172615496
4786,3578183007,3578182752
4787,339829727,339829472
4788,2174748191,2174747936
4801,3229463047,3229462792
4802,4034757639,4034757384
4803,3766355463,3766355208
4804,1886775303,1886775048
4805,8186375,8186120
4806,4034386951,4034386696
4807,2154376711,2154376456
4808,2199329583,2199329328
4809,3113407127,3113406872
4810,1810800463,1810800208
4811,4017974509,4017974432
4812,2886207605,2886207528
4813,134622877,134622800
4821,2609917898,2609917720
4822,109318669,109318592
4841,2625778514,2625778336
4842,3850639087,3850638832
4861,1814659981,1814659904
4862,3141700079,3141699824
4863,2548109205,2548109128
4864,3407541293,3407541216
4865,2991038410,2991038232
4866,4014214319,4014214064
4867,2605144079,2605143824
4881,2866340898,2866340720
4882,166308978,166308800
4883,1964077922,1964077744
4901,4115164733,4115164656
4902,1617756149,1617756072
4903,326483458,326483280
4904,4221190098,4221189920
4906,3705382637,3705382560
4907,4138780663,4138780408
4921,1081116338,1081116160
4941,3780643082,3780642904
4961,3513350751,3513350496
4962,1512361791,1512361536
4963,1342397823,1342397568
4964,543493847,543493592
4965,2207394709,2207394632
4966,781313370,781313192
4967,2207395733,2207395656
4968,2207396346,2207396168
4969,2207396858,2207396680
4970,1804557421,1804557344
4971,1218999431,1218999176
4972,2683141487,2683141232
4973,1125470127,1125469872
4974,292143954,292143776
4975,1369834823,1369834568
4976,3225538935,3225538680
4981,215759858,215759680
4982,344732498,344732320
4983,1190632370,1190632192
4984,3518259639,3518259384
4985,33317295,33317040
4986,1507712109,1507712032
4987,3029198970,3029198792
5001,2727578261,2727578184
5002,2429826493,2429826416
5021,3406782735,3406782480
5022,57042381,57042304
5023,3853437442,3853437264
5041,2352886930,2352886752
5042,3500100026,3500099848
5043,546802618,546802440
5044,1620524474,1620524296
5045,1618472890,1618472712
5046,1348600250,1348600072
5047,4132102975,4132102720
5048,2737494693,2737494616
5049,1709265874,1709265696
5050,744789415,744789160
5051,1051755847,1051755592
5052,2557023474,2557023296
